mapping_id,registry,source_snapshot,source_section,source_group,source_field,source_label,source_type,source_required,target_domain,target_entity,target_attribute,mapping_action,review_status
MAP-01058,HF,index (8).html,Visits,Lipid Lowering,V_Atozet,Atozet dose,select,No,Medication,medication_statement,atozet,Refactor,Medication review
MAP-01059,HF,index (8).html,Visits,Lipid Lowering,V_Atozet_Status,Atozet status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01060,HF,index (8).html,Visits,Lipid Lowering,V_Atozet_Custom,Atozet custom dose,text,No,Medication,medication_statement,atozet_custom,Refactor,Medication review
MAP-01061,HF,index (8).html,Visits,Lipid Lowering,V_Atozet_Freq,Atozet frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01062,HF,index (8).html,Visits,Lipid Lowering,V_Atozet_Change,Atozet change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01063,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Atozet,Atozet dose,text,No,Medication,medication_statement,atozet,Refactor,Medication review
MAP-01064,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Atozet_Status,Atozet Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01065,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Atozet_Custom,Atozet Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01066,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Atozet_Freq,Atozet Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01067,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Atozet_Change,Atozet Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01068,HF,index (8).html,Visits,Lipid Lowering,V_Zympass,Zympass dose,select,No,Medication,medication_statement,zympass,Refactor,Medication review
MAP-01069,HF,index (8).html,Visits,Lipid Lowering,V_Zympass_Status,Zympass status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01070,HF,index (8).html,Visits,Lipid Lowering,V_Zympass_Custom,Zympass custom dose,text,No,Medication,medication_statement,zympass_custom,Refactor,Medication review
MAP-01071,HF,index (8).html,Visits,Lipid Lowering,V_Zympass_Freq,Zympass frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01072,HF,index (8).html,Visits,Lipid Lowering,V_Zympass_Change,Zympass change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01073,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Zympass,Zympass dose,text,No,Medication,medication_statement,zympass,Refactor,Medication review
MAP-01074,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Zympass_Status,Zympass Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01075,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Zympass_Custom,Zympass Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01076,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Zympass_Freq,Zympass Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01077,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Zympass_Change,Zympass Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01078,HF,index (8).html,Visits,Lipid Lowering,V_Fibrates,Fibrates dose,select,No,Medication,medication_statement,fibrates,Refactor,Medication review
MAP-01079,HF,index (8).html,Visits,Lipid Lowering,V_Fibrates_Status,Fibrates status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01080,HF,index (8).html,Visits,Lipid Lowering,V_Fibrates_Custom,Fibrates custom dose,text,No,Medication,medication_statement,fibrates_custom,Refactor,Medication review
MAP-01081,HF,index (8).html,Visits,Lipid Lowering,V_Fibrates_Freq,Fibrates frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01082,HF,index (8).html,Visits,Lipid Lowering,V_Fibrates_Change,Fibrates change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01083,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Fibrates,Fibrates dose,text,No,Medication,medication_statement,fibrates,Refactor,Medication review
MAP-01084,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Fibrates_Status,Fibrates Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01085,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Fibrates_Custom,Fibrates Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01086,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Fibrates_Freq,Fibrates Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01087,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Fibrates_Change,Fibrates Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01088,HF,index (8).html,Visits,Lipid Lowering,V_Omacor,Omacor dose,select,No,Medication,medication_statement,omacor,Refactor,Medication review
MAP-01089,HF,index (8).html,Visits,Lipid Lowering,V_Omacor_Status,Omacor status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01090,HF,index (8).html,Visits,Lipid Lowering,V_Omacor_Custom,Omacor custom dose,text,No,Medication,medication_statement,omacor_custom,Refactor,Medication review
MAP-01091,HF,index (8).html,Visits,Lipid Lowering,V_Omacor_Freq,Omacor frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01092,HF,index (8).html,Visits,Lipid Lowering,V_Omacor_Change,Omacor change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01093,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Omacor,Omacor dose,text,No,Medication,medication_statement,omacor,Refactor,Medication review
MAP-01094,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Omacor_Status,Omacor Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01095,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Omacor_Custom,Omacor Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01096,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Omacor_Freq,Omacor Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01097,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Omacor_Change,Omacor Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01098,HF,index (8).html,Visits,Lipid Lowering,V_Vascepa,Vascepa dose,select,No,Medication,medication_statement,vascepa,Refactor,Medication review
MAP-01099,HF,index (8).html,Visits,Lipid Lowering,V_Vascepa_Status,Vascepa status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01100,HF,index (8).html,Visits,Lipid Lowering,V_Vascepa_Custom,Vascepa custom dose,text,No,Medication,medication_statement,vascepa_custom,Refactor,Medication review
MAP-01101,HF,index (8).html,Visits,Lipid Lowering,V_Vascepa_Freq,Vascepa frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01102,HF,index (8).html,Visits,Lipid Lowering,V_Vascepa_Change,Vascepa change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01103,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Vascepa,Vascepa dose,text,No,Medication,medication_statement,vascepa,Refactor,Medication review
MAP-01104,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Vascepa_Status,Vascepa Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01105,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Vascepa_Custom,Vascepa Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01106,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Vascepa_Freq,Vascepa Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01107,HF,index (8).html,In-Hospital Admission,Medication: Lipid Lowering,A_Vascepa_Change,Vascepa Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01108,HF,index (8).html,Visits,Smoking Cessation,V_Nicotine,Nicotine Patch dose,select,No,Medication,medication_statement,nicotine,Refactor,Medication review
MAP-01109,HF,index (8).html,Visits,Smoking Cessation,V_Nicotine_Status,Nicotine Patch status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01110,HF,index (8).html,Visits,Smoking Cessation,V_Nicotine_Custom,Nicotine Patch custom dose,text,No,Medication,medication_statement,nicotine_custom,Refactor,Medication review
MAP-01111,HF,index (8).html,Visits,Smoking Cessation,V_Nicotine_Freq,Nicotine Patch frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01112,HF,index (8).html,Visits,Smoking Cessation,V_Nicotine_Change,Nicotine Patch change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01113,HF,index (8).html,In-Hospital Admission,Medication: Smoking Cessation,A_Nicotine,Nicotine Patch dose,text,No,Medication,medication_statement,nicotine,Refactor,Medication review
MAP-01114,HF,index (8).html,In-Hospital Admission,Medication: Smoking Cessation,A_Nicotine_Status,Nicotine Patch Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01115,HF,index (8).html,In-Hospital Admission,Medication: Smoking Cessation,A_Nicotine_Custom,Nicotine Patch Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01116,HF,index (8).html,In-Hospital Admission,Medication: Smoking Cessation,A_Nicotine_Freq,Nicotine Patch Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01117,HF,index (8).html,In-Hospital Admission,Medication: Smoking Cessation,A_Nicotine_Change,Nicotine Patch Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01118,HF,index (8).html,Visits,Anti-arrhythmics,V_Cordarone,Cordarone (oral) dose,select,No,Medication,medication_statement,cordarone,Refactor,Medication review
MAP-01119,HF,index (8).html,Visits,Anti-arrhythmics,V_Cordarone_Status,Cordarone (oral) status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01120,HF,index (8).html,Visits,Anti-arrhythmics,V_Cordarone_Custom,Cordarone (oral) custom dose,text,No,Medication,medication_statement,cordarone_custom,Refactor,Medication review
MAP-01121,HF,index (8).html,Visits,Anti-arrhythmics,V_Cordarone_Freq,Cordarone (oral) frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01122,HF,index (8).html,Visits,Anti-arrhythmics,V_Cordarone_Change,Cordarone (oral) change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01123,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Cordarone,Cordarone (oral) dose,text,No,Medication,medication_statement,cordarone,Refactor,Medication review
MAP-01124,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Cordarone_Status,Cordarone (oral) Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01125,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Cordarone_Custom,Cordarone (oral) Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01126,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Cordarone_Freq,Cordarone (oral) Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01127,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Cordarone_Change,Cordarone (oral) Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01128,HF,index (8).html,Visits,Anti-arrhythmics,V_Flecainide,Flecainide dose,select,No,Medication,medication_statement,flecainide,Refactor,Medication review
MAP-01129,HF,index (8).html,Visits,Anti-arrhythmics,V_Flecainide_Status,Flecainide status,select,No,Medication,medication_statement,flecainide_status,Refactor,Medication review
MAP-01130,HF,index (8).html,Visits,Anti-arrhythmics,V_Flecainide_Custom,Flecainide custom dose,text,No,Medication,medication_statement,flecainide_custom,Refactor,Medication review
MAP-01131,HF,index (8).html,Visits,Anti-arrhythmics,V_Flecainide_Freq,Flecainide frequency,text,No,Medication,medication_statement,flecainide_freq,Refactor,Medication review
MAP-01132,HF,index (8).html,Visits,Anti-arrhythmics,V_Flecainide_Change,Flecainide change,text,No,Medication,medication_statement,flecainide_change,Refactor,Medication review
MAP-01133,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Flecainide,Flecainide dose,text,No,Medication,medication_statement,flecainide,Refactor,Medication review
MAP-01134,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Flecainide_Status,Flecainide Status,select,No,Medication,medication_statement,flecainide_status,Refactor,Medication review
MAP-01135,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Flecainide_Custom,Flecainide Custom,text,No,Medication,medication_statement,flecainide_custom,Refactor,Medication review
MAP-01136,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Flecainide_Freq,Flecainide Freq,text,No,Medication,medication_statement,flecainide_freq,Refactor,Medication review
MAP-01137,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Flecainide_Change,Flecainide Change,text,No,Medication,medication_statement,flecainide_change,Refactor,Medication review
MAP-01138,HF,index (8).html,Visits,Anti-arrhythmics,V_Sotalol,Sotalol dose,select,No,Medication,medication_statement,sotalol,Refactor,Medication review
MAP-01139,HF,index (8).html,Visits,Anti-arrhythmics,V_Sotalol_Status,Sotalol status,select,No,Medication,medication_statement,sotalol_status,Refactor,Medication review
MAP-01140,HF,index (8).html,Visits,Anti-arrhythmics,V_Sotalol_Custom,Sotalol custom dose,text,No,Medication,medication_statement,sotalol_custom,Refactor,Medication review
MAP-01141,HF,index (8).html,Visits,Anti-arrhythmics,V_Sotalol_Freq,Sotalol frequency,text,No,Medication,medication_statement,sotalol_freq,Refactor,Medication review
MAP-01142,HF,index (8).html,Visits,Anti-arrhythmics,V_Sotalol_Change,Sotalol change,text,No,Medication,medication_statement,sotalol_change,Refactor,Medication review
MAP-01143,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Sotalol,Sotalol dose,text,No,Medication,medication_statement,sotalol,Refactor,Medication review
MAP-01144,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Sotalol_Status,Sotalol Status,select,No,Medication,medication_statement,sotalol_status,Refactor,Medication review
MAP-01145,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Sotalol_Custom,Sotalol Custom,text,No,Medication,medication_statement,sotalol_custom,Refactor,Medication review
MAP-01146,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Sotalol_Freq,Sotalol Freq,text,No,Medication,medication_statement,sotalol_freq,Refactor,Medication review
MAP-01147,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Sotalol_Change,Sotalol Change,text,No,Medication,medication_statement,sotalol_change,Refactor,Medication review
MAP-01148,HF,index (8).html,Visits,Anti-arrhythmics,V_Propafenone,Propafenone dose,select,No,Medication,medication_statement,propafenone,Refactor,Medication review
MAP-01149,HF,index (8).html,Visits,Anti-arrhythmics,V_Propafenone_Status,Propafenone status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01150,HF,index (8).html,Visits,Anti-arrhythmics,V_Propafenone_Custom,Propafenone custom dose,text,No,Medication,medication_statement,propafenone_custom,Refactor,Medication review
MAP-01151,HF,index (8).html,Visits,Anti-arrhythmics,V_Propafenone_Freq,Propafenone frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01152,HF,index (8).html,Visits,Anti-arrhythmics,V_Propafenone_Change,Propafenone change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01153,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Propafenone,Propafenone dose,text,No,Medication,medication_statement,propafenone,Refactor,Medication review
MAP-01154,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Propafenone_Status,Propafenone Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01155,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Propafenone_Custom,Propafenone Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01156,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Propafenone_Freq,Propafenone Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01157,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Propafenone_Change,Propafenone Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01158,HF,index (8).html,Visits,Anti-arrhythmics,V_Digoxin,Digoxin dose,select,No,Medication,medication_statement,digoxin,Refactor,Medication review
MAP-01159,HF,index (8).html,Visits,Anti-arrhythmics,V_Digoxin_Status,Digoxin status,select,No,Medication,medication_statement,digoxin_status,Refactor,Medication review
MAP-01160,HF,index (8).html,Visits,Anti-arrhythmics,V_Digoxin_Custom,Digoxin custom dose,text,No,Medication,medication_statement,digoxin_custom,Refactor,Medication review
MAP-01161,HF,index (8).html,Visits,Anti-arrhythmics,V_Digoxin_Freq,Digoxin frequency,text,No,Medication,medication_statement,digoxin_freq,Refactor,Medication review
MAP-01162,HF,index (8).html,Visits,Anti-arrhythmics,V_Digoxin_Change,Digoxin change,text,No,Medication,medication_statement,digoxin_change,Refactor,Medication review
MAP-01163,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Digoxin,Digoxin dose,text,No,Medication,medication_statement,digoxin,Refactor,Medication review
MAP-01164,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Digoxin_Status,Digoxin Status,select,No,Medication,medication_statement,digoxin_status,Refactor,Medication review
MAP-01165,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Digoxin_Custom,Digoxin Custom,text,No,Medication,medication_statement,digoxin_custom,Refactor,Medication review
MAP-01166,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Digoxin_Freq,Digoxin Freq,text,No,Medication,medication_statement,digoxin_freq,Refactor,Medication review
MAP-01167,HF,index (8).html,In-Hospital Admission,Medication: Anti-arrhythmics,A_Digoxin_Change,Digoxin Change,text,No,Medication,medication_statement,digoxin_change,Refactor,Medication review
MAP-01168,HF,index (8).html,Visits,Potassium Chelators,V_Veltassa,Veltassa dose,select,No,Medication,medication_statement,veltassa,Refactor,Medication review
MAP-01169,HF,index (8).html,Visits,Potassium Chelators,V_Veltassa_Status,Veltassa status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01170,HF,index (8).html,Visits,Potassium Chelators,V_Veltassa_Custom,Veltassa custom dose,text,No,Medication,medication_statement,veltassa_custom,Refactor,Medication review
MAP-01171,HF,index (8).html,Visits,Potassium Chelators,V_Veltassa_Freq,Veltassa frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01172,HF,index (8).html,Visits,Potassium Chelators,V_Veltassa_Change,Veltassa change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01173,HF,index (8).html,In-Hospital Admission,Medication: Potassium Chelators,A_Veltassa,Veltassa dose,text,No,Medication,medication_statement,veltassa,Refactor,Medication review
MAP-01174,HF,index (8).html,In-Hospital Admission,Medication: Potassium Chelators,A_Veltassa_Status,Veltassa Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01175,HF,index (8).html,In-Hospital Admission,Medication: Potassium Chelators,A_Veltassa_Custom,Veltassa Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01176,HF,index (8).html,In-Hospital Admission,Medication: Potassium Chelators,A_Veltassa_Freq,Veltassa Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01177,HF,index (8).html,In-Hospital Admission,Medication: Potassium Chelators,A_Veltassa_Change,Veltassa Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01178,HF,index (8).html,Visits,Potassium Chelators,V_Lokelma,Lokelma dose,select,No,Medication,medication_statement,lokelma,Refactor,Medication review
MAP-01179,HF,index (8).html,Visits,Potassium Chelators,V_Lokelma_Status,Lokelma status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01180,HF,index (8).html,Visits,Potassium Chelators,V_Lokelma_Custom,Lokelma custom dose,text,No,Medication,medication_statement,lokelma_custom,Refactor,Medication review
MAP-01181,HF,index (8).html,Visits,Potassium Chelators,V_Lokelma_Freq,Lokelma frequency,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01182,HF,index (8).html,Visits,Potassium Chelators,V_Lokelma_Change,Lokelma change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01183,HF,index (8).html,In-Hospital Admission,Medication: Potassium Chelators,A_Lokelma,Lokelma dose,text,No,Medication,medication_statement,lokelma,Refactor,Medication review
MAP-01184,HF,index (8).html,In-Hospital Admission,Medication: Potassium Chelators,A_Lokelma_Status,Lokelma Status,select,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01185,HF,index (8).html,In-Hospital Admission,Medication: Potassium Chelators,A_Lokelma_Custom,Lokelma Custom,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01186,HF,index (8).html,In-Hospital Admission,Medication: Potassium Chelators,A_Lokelma_Freq,Lokelma Freq,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01187,HF,index (8).html,In-Hospital Admission,Medication: Potassium Chelators,A_Lokelma_Change,Lokelma Change,text,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01188,HF,index (8).html,Additional admission,Admission Details,date,Admission Date,date,No,Episode,care_episode,date,Refactor,Mapped shared core
MAP-01189,HF,index (8).html,Additional admission,Admission Details,dischargeDate,Discharge Date,date,No,Episode,discharge,dischargedate,Refactor,Mapped shared core
MAP-01190,HF,index (8).html,Additional admission,Admission Details,reason,Reason / Notes,text,No,Module extension,form_response,reason,Refactor,Domain review
MAP-01191,HF,index (8).html,Additional admission,Admission Details,LOS,Length of Stay (Days),num,No,Episode,care_episode,los,Refactor,Mapped shared core
MAP-01192,HF,index (8).html,Additional admission,Admission Details,Admission_HF_Related,Cause of Admission,sel,No,Episode,care_episode,admission_hf_related,Refactor,Mapped shared core
MAP-01193,HF,index (8).html,Additional admission,Admission Details,Admission_Cause,Specify Cause,text,No,Episode,care_episode,admission_cause,Refactor,Mapped shared core
MAP-01194,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",Height,Height (cm),num,No,Observation,observation,height,Refactor,Unit/code review
MAP-01195,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",Weight,Weight (kg),num,No,Observation,observation,weight,Refactor,Unit/code review
MAP-01196,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",BMI,BMI,text,No,Observation,observation,bmi,Refactor,Unit/code review
MAP-01197,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",Dry_Weight,Dry Weight (kg),num,No,Observation,observation,dry_weight,Refactor,Unit/code review
MAP-01198,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",NYHA,NYHA,sel,No,Assessment,functional_assessment,nyha,Refactor,Clinical rule review
MAP-01199,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",KCCQ,KCCQ,num,No,Assessment,functional_assessment,kccq,Refactor,Clinical rule review
MAP-01200,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",Symptoms,Symptoms,multi,No,Registry metadata,form_response,value,Refactor,Domain review
MAP-01201,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",Sym_Other_Text,Other Symptoms,text,No,Module extension,form_response,sym_other_text,Refactor,Domain review
MAP-01202,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",BP,BP,text,No,Observation,observation,bp,Refactor,Unit/code review
MAP-01203,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",Pulse,Pulse,text,No,Observation,observation,pulse,Refactor,Unit/code review
MAP-01204,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",SpO2,SpO2 (%),num,No,Observation,observation,spo2,Refactor,Unit/code review
MAP-01205,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",JVP,JVP,sel,No,Observation,observation,jvp,Refactor,Unit/code review
MAP-01206,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",Rales,Rales,sel,No,Observation,observation,rales,Refactor,Unit/code review
MAP-01207,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",Edema,Oedema,sel,No,Observation,observation,edema,Refactor,Unit/code review
MAP-01208,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",S3,S3 Gallop,sel,No,Observation,observation,s3,Refactor,Unit/code review
MAP-01209,HF,index (8).html,Additional admission,"Symptoms, Signs & Vitals",Murmur,Murmur,text,No,Observation,observation,murmur,Refactor,Unit/code review
MAP-01210,HF,index (8).html,Additional admission,Investigations & Procedures,ECG_LBBB,LBBB,sel,No,Diagnostic study,imaging_study,ecg_lbbb,Refactor,Imaging review
MAP-01211,HF,index (8).html,Additional admission,Investigations & Procedures,ECG_QRS,QRS Duration (ms),num,No,Diagnostic study,imaging_study,ecg_qrs,Refactor,Imaging review
MAP-01212,HF,index (8).html,Additional admission,Investigations & Procedures,ECG_Arrhythmia,Arrhythmia,text,No,Diagnostic study,imaging_study,ecg_arrhythmia,Refactor,Imaging review
MAP-01213,HF,index (8).html,Additional admission,Investigations & Procedures,ECG_Pacing,Pacing Rhythm,sel,No,Diagnostic study,imaging_study,ecg_pacing,Refactor,Imaging review
MAP-01214,HF,index (8).html,Additional admission,Investigations & Procedures,ECG_Images,ECG Images,ecgimages,No,Diagnostic study,imaging_study,ecg_images,Refactor,Imaging review
MAP-01215,HF,index (8).html,Additional admission,Investigations & Procedures,Holter_Done,Holter Performed,sel,No,Diagnostic study,imaging_study,holter_done,Refactor,Imaging review
MAP-01216,HF,index (8).html,Additional admission,Investigations & Procedures,Holter_Date,Date,date,No,Diagnostic study,imaging_study,holter_date,Refactor,Imaging review
MAP-01217,HF,index (8).html,Additional admission,Investigations & Procedures,Holter_Duration,Duration (hours),num,No,Diagnostic study,imaging_study,holter_duration,Refactor,Imaging review
MAP-01218,HF,index (8).html,Additional admission,Investigations & Procedures,Holter_MaxHR,Max HR,num,No,Diagnostic study,imaging_study,holter_maxhr,Refactor,Imaging review
MAP-01219,HF,index (8).html,Additional admission,Investigations & Procedures,Holter_MinHR,Min HR,num,No,Diagnostic study,imaging_study,holter_minhr,Refactor,Imaging review
MAP-01220,HF,index (8).html,Additional admission,Investigations & Procedures,Holter_AvgHR,Avg HR,num,No,Diagnostic study,imaging_study,holter_avghr,Refactor,Imaging review
MAP-01221,HF,index (8).html,Additional admission,Investigations & Procedures,Holter_Arrhythmia,Arrhythmia Burden / Type,text,No,Diagnostic study,imaging_study,holter_arrhythmia,Refactor,Imaging review
MAP-01222,HF,index (8).html,Additional admission,Investigations & Procedures,Holter_Findings,Findings / Notes,area,No,Diagnostic study,imaging_study,holter_findings,Refactor,Imaging review
MAP-01223,HF,index (8).html,Additional admission,Investigations & Procedures,ECHO,ECHO Details,text,No,Diagnostic study,imaging_study,echo,Refactor,Imaging review
MAP-01224,HF,index (8).html,Additional admission,Investigations & Procedures,Echo_EDVI,EDVI/EDD,text,No,Diagnostic study,imaging_study,echo_edvi,Refactor,Imaging review
MAP-01225,HF,index (8).html,Additional admission,Investigations & Procedures,Echo_ESVI,ESVI/ESD,text,No,Diagnostic study,imaging_study,echo_esvi,Refactor,Imaging review
MAP-01226,HF,index (8).html,Additional admission,Investigations & Procedures,Echo_EF,EF %,text,No,Diagnostic study,imaging_study,echo_ef,Refactor,Imaging review
MAP-01227,HF,index (8).html,Additional admission,Investigations & Procedures,CMR_CT,CMR Details,text,No,Diagnostic study,imaging_study,cmr_ct,Refactor,Imaging review
